#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2014-01-28,MeteoSwiss,1.1,rene.stubi@meteosuisse.ch

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,156,Payerne,CHE

#INSTRUMENT
Name,Model,Number
ECC,2Z,23619

#LOCATION
Latitude,Longitude,Height
46.49,6.57,491

#TIMESTAMP
UTCOffset,Date,Time
00:00:00,2013-08-14,11:00:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLCode,ObsType,Instrument,Number
275.88,3,314.43,-1.029,323.55,0,DS,Dobson,101
* TotalO3 = Dobson value for Arosa + integratedO3 Payerne to Arosa

#AUXILIARY_DATA
MeteoSonde,ib1,ib2,PumpRate,BackgroundCorr,SampleTemperatureType,MinutesgroundO3
SRS-400,0.049,0.068,27.6,Constant_ib2,pump

#PUMP_CORRECTION
Pressure,Correction
1000.0,1.000
200.0,1.0000
150.0,1.002
100.0,1.007
70.0,1.013
50.0,1.018
30.0,1.029
20.0,1.041
15.0,1.048
10.0,1.066
7.0,1.087
5.0,1.124
3.0,1.240
* [hPa], [mPa],  [oC],[m/s],[Deg],[],[s],[m],   [%],[C]
170.04,4.202,-51.79,19.5,295,0,2274,13177,,27.35
169.70,4.152,-51.83,20.0,296,0,2277,13189,,27.36
169.37,4.100,-51.82,20.0,296,0,2280,13202,,27.34
169.04,4.046,-51.72,20.0,297,0,2283,13215,,27.31
168.69,3.989,-51.74,20.6,298,0,2286,13228,,27.31
168.33,3.929,-51.60,20.6,298,0,2289,13242,,27.27
167.99,3.867,-51.65,21.1,299,0,2292,13255,,27.26
167.58,3.803,-51.76,21.1,299,0,2295,13271,,27.26
167.23,3.741,-51.84,21.1,299,0,2298,13284,,27.24
166.91,3.684,-51.89,21.6,299,0,2301,13297,,27.22
166.61,3.635,-52.10,22.1,300,0,2304,13308,,27.19
166.29,3.590,-52.07,22.1,301,0,2307,13321,,27.18
165.97,3.550,-52.12,22.1,302,0,2310,13333,,27.18
165.63,3.512,-52.07,22.6,303,0,2313,13347,,27.16
165.26,3.475,-52.27,22.1,304,0,2316,13361,,27.16
164.95,3.440,-51.90,22.1,305,0,2319,13373,,27.15
164.65,3.407,-51.64,22.1,306,0,2322,13385,,27.12
164.32,3.377,-51.69,22.1,307,0,2325,13398,,27.11
164.02,3.347,-51.55,22.1,308,0,2328,13410,,27.12
163.69,3.318,-51.59,22.1,309,0,2331,13423,,27.02
163.36,3.288,-51.48,22.6,310,0,2334,13436,,27.05
163.06,3.257,-51.55,22.6,310,0,2337,13448,,27.04
162.78,3.226,-51.42,22.6,311,0,2340,13459,,27.04
162.47,3.197,-51.53,22.6,312,0,2343,13471,,27.01
162.13,3.167,-51.59,22.1,312,0,2346,13485,,27.00
161.72,3.134,-51.67,21.6,312,0,2349,13501,,26.97
161.19,3.099,-51.30,21.1,312,0,2352,13523,,26.93
160.68,3.067,-51.35,20.6,312,0,2355,13544,,26.94
160.25,3.042,-51.44,20.0,312,0,2358,13561,,26.94
159.80,3.026,-51.64,20.0,311,0,2361,13579,,26.93
159.35,3.017,-51.75,19.5,311,0,2364,13597,,26.87
158.91,3.011,-51.93,19.5,312,0,2367,13615,,26.89
158.61,3.004,-51.84,19.5,312,0,2370,13628,,26.86
158.29,2.996,-51.77,19.5,313,0,2373,13641,,26.84
158.04,2.983,-51.76,19.5,314,0,2376,13651,,26.82
157.74,2.968,-51.76,19.5,315,0,2379,13663,,26.81
157.44,2.947,-51.83,19.5,316,0,2382,13676,,26.80
157.16,2.921,-51.97,19.5,317,0,2385,13687,,26.79
156.84,2.894,-52.03,19.0,317,0,2388,13700,,26.76
156.56,2.868,-51.98,19.0,317,0,2391,13712,,26.75
156.22,2.843,-51.85,19.0,318,0,2394,13725,,26.75
155.87,2.823,-51.86,18.5,318,0,2397,13740,,26.74
155.62,2.807,-51.83,18.5,318,0,2400,13751,,26.71
155.29,2.793,-51.99,18.0,318,0,2403,13764,,26.68
154.97,2.779,-52.07,18.0,318,0,2406,13777,,26.67
154.71,2.763,-52.16,17.5,317,0,2409,13789,,26.65
154.41,2.744,-52.15,17.5,316,0,2412,13801,,26.62
154.12,2.725,-52.25,17.0,316,0,2415,13813,,26.63
153.83,2.706,-52.33,17.0,315,0,2418,13826,,26.63
153.53,2.690,-52.34,16.4,315,0,2421,13838,,26.56
153.21,2.683,-52.44,16.4,314,0,2424,13852,,26.57
152.93,2.688,-52.40,15.9,313,0,2427,13864,,26.56
152.65,2.711,-52.57,15.9,313,0,2430,13875,,26.52
152.37,2.756,-52.32,15.9,312,0,2433,13887,,26.53
152.08,2.822,-52.47,15.4,311,0,2436,13899,,26.51
151.80,2.908,-52.68,15.4,310,0,2439,13911,,26.47
151.52,3.009,-52.52,15.4,309,0,2442,13924,,26.46
151.19,3.121,-52.67,15.4,309,0,2445,13937,,26.49
150.91,3.243,-52.72,14.9,308,0,2448,13949,,26.45
150.62,3.368,-52.96,14.9,307,0,2451,13962,,26.42
150.29,3.495,-52.89,14.9,307,0,2454,13976,,26.41
150.00,3.614,-53.01,14.9,307,1,2457,13988,,26.40
149.69,3.724,-53.14,14.9,306,0,2460,14001,,26.39
149.41,3.820,-53.19,14.4,305,0,2463,14014,,26.37
149.12,3.907,-53.29,14.4,304,0,2466,14026,,26.36
148.82,3.984,-53.38,14.4,304,0,2469,14039,,26.35
148.52,4.056,-53.47,14.4,303,0,2472,14052,,26.34
148.25,4.122,-53.53,14.4,303,0,2475,14064,,26.32
147.97,4.178,-53.65,14.4,302,0,2478,14075,,26.28
147.69,4.224,-53.64,14.4,302,0,2481,14088,,26.30
147.41,4.258,-53.73,14.4,302,0,2484,14100,,26.29
147.13,4.281,-53.53,13.9,301,0,2487,14113,,26.26
146.83,4.291,-53.42,13.4,300,0,2490,14126,,26.23
146.41,4.284,-53.23,13.4,299,0,2493,14144,,26.23
145.91,4.263,-53.55,12.9,298,0,2496,14166,,26.20
145.38,4.234,-53.47,12.9,297,0,2499,14190,,26.21
144.99,4.204,-53.55,12.9,296,0,2502,14207,,26.19
144.66,4.178,-53.72,12.9,295,0,2505,14221,,26.18
144.28,4.155,-53.83,12.9,295,0,2508,14239,,26.15
143.99,4.131,-53.92,13.4,295,0,2511,14251,,26.16
143.66,4.106,-54.05,13.4,294,0,2514,14266,,26.11
143.38,4.079,-54.29,13.4,293,0,2517,14278,,26.10
143.01,4.049,-54.36,13.4,292,0,2520,14295,,26.11
142.63,4.016,-54.61,13.9,290,0,2523,14312,,26.08
142.27,3.982,-54.55,14.4,289,0,2526,14328,,26.06
141.85,3.948,-54.73,14.4,289,0,2529,14347,,26.07
141.58,3.921,-55.01,14.9,289,0,2532,14359,,26.03
141.32,3.899,-54.96,14.9,289,0,2535,14371,,26.01
141.05,3.879,-54.98,14.9,289,0,2538,14383,,25.99
140.79,3.859,-54.90,14.9,289,0,2541,14395,,25.97
140.47,3.839,-54.94,14.9,290,0,2544,14409,,25.97
140.18,3.819,-55.02,14.9,290,0,2547,14423,,25.94
139.87,3.801,-55.07,14.9,290,0,2550,14437,,25.94
139.59,3.785,-54.84,14.9,290,0,2553,14450,,25.93
139.31,3.770,-54.85,14.4,289,0,2556,14463,,25.89
139.02,3.754,-54.79,14.4,288,0,2559,14476,,25.89
138.75,3.737,-54.80,14.4,287,0,2562,14488,,25.90
138.46,3.716,-54.93,13.9,285,0,2565,14502,,25.83
138.19,3.694,-54.94,13.9,284,0,2568,14514,,25.85
137.91,3.670,-54.85,13.9,283,0,2571,14527,,25.84
137.60,3.644,-54.96,13.4,282,0,2574,14541,,25.79
137.38,3.618,-54.91,13.4,282,0,2577,14552,,25.83
137.08,3.597,-55.03,13.4,281,0,2580,14566,,25.79
136.78,3.579,-55.04,13.4,281,0,2583,14580,,25.75
136.50,3.567,-55.23,13.4,280,0,2586,14593,,25.73
136.22,3.558,-55.29,12.9,279,0,2589,14606,,25.73
135.91,3.550,-55.44,12.9,278,0,2592,14620,,25.71
135.62,3.539,-55.54,13.4,277,0,2595,14634,,25.71
135.34,3.527,-55.43,13.4,276,0,2598,14647,,25.71
135.05,3.512,-55.68,13.4,275,0,2601,14661,,25.66
134.78,3.498,-55.84,13.4,274,0,2604,14674,,25.65
134.46,3.484,-55.86,13.4,274,0,2607,14688,,25.61
134.16,3.472,-55.86,13.9,274,0,2610,14702,,25.63
133.87,3.463,-55.93,13.9,274,0,2613,14716,,25.62
133.59,3.455,-55.98,13.9,274,0,2616,14730,,25.54
133.32,3.447,-56.01,14.4,275,0,2619,14743,,25.57
133.05,3.440,-56.24,14.4,276,0,2622,14756,,25.55
132.80,3.433,-56.32,14.4,276,0,2625,14767,,25.57
132.53,3.428,-56.42,14.9,277,0,2628,14780,,25.57
132.26,3.424,-56.50,14.9,278,0,2631,14793,,25.52
131.99,3.422,-56.58,14.9,280,0,2634,14807,,25.49
131.75,3.423,-56.60,14.9,281,0,2637,14818,,25.53
131.49,3.426,-56.46,15.4,282,0,2640,14830,,25.47
131.22,3.430,-56.57,15.4,283,0,2643,14843,,25.47
130.94,3.433,-56.63,15.4,284,0,2646,14857,,25.46
130.69,3.437,-56.69,15.9,285,0,2649,14869,,25.42
130.44,3.442,-56.54,15.9,286,0,2652,14881,,25.45
130.18,3.447,-56.65,15.9,286,0,2655,14894,,25.41
129.91,3.453,-56.78,15.9,287,0,2658,14907,,25.42
129.65,3.458,-56.85,15.4,287,0,2661,14920,,25.38
129.40,3.461,-56.92,14.9,288,0,2664,14932,,25.37
129.13,3.461,-56.93,14.4,288,0,2667,14945,,25.36
128.83,3.461,-57.07,13.4,289,0,2670,14960,,25.35
128.46,3.465,-56.76,12.9,289,0,2673,14978,,25.33
128.15,3.475,-56.69,12.3,289,0,2676,14993,,25.29
127.81,3.495,-56.60,11.8,288,0,2679,15010,,25.30
127.49,3.522,-56.77,11.8,287,0,2682,15026,,25.28
127.21,3.552,-56.80,11.8,286,0,2685,15040,,25.26
126.85,3.582,-57.01,11.8,284,0,2688,15058,,25.25
126.58,3.606,-56.92,12.3,282,0,2691,15072,,25.23
126.29,3.623,-57.17,12.3,281,0,2694,15086,,25.21
126.01,3.634,-57.36,12.3,280,0,2697,15100,,25.24
125.72,3.638,-57.59,12.9,280,0,2700,15115,,25.18
125.48,3.636,-57.49,12.9,280,0,2703,15127,,25.18
125.21,3.630,-57.48,13.4,281,0,2706,15140,,25.19
124.95,3.621,-57.58,13.4,282,0,2709,15154,,25.14
124.67,3.611,-57.47,13.4,283,0,2712,15168,,25.12
124.44,3.599,-57.46,13.4,284,0,2715,15179,,25.12
124.18,3.584,-57.47,13.9,285,0,2718,15193,,25.06
123.93,3.568,-57.63,13.9,285,0,2721,15205,,25.09
123.70,3.551,-57.56,13.9,286,0,2724,15217,,25.10
123.45,3.534,-57.48,13.9,286,0,2727,15229,,25.06
123.20,3.522,-57.56,13.9,286,0,2730,15243,,25.04
122.95,3.514,-57.44,13.9,286,0,2733,15255,,25.02
122.70,3.510,-57.30,13.4,285,0,2736,15268,,25.02
122.43,3.512,-57.59,13.4,285,0,2739,15282,,24.98
122.15,3.521,-57.58,13.4,284,0,2742,15296,,24.97
121.88,3.539,-57.63,13.9,283,0,2745,15311,,24.97
121.59,3.564,-57.52,13.9,282,0,2748,15325,,24.94
121.31,3.594,-57.55,13.9,282,0,2751,15340,,24.93
121.02,3.626,-57.64,13.9,281,0,2754,15355,,24.92
120.76,3.656,-57.87,14.4,281,0,2757,15369,,24.92
120.52,3.686,-57.98,14.4,281,0,2760,15381,,24.89
120.27,3.717,-57.98,14.4,281,0,2763,15394,,24.88
120.03,3.750,-58.06,14.4,281,0,2766,15407,,24.84
119.80,3.786,-58.08,14.4,282,0,2769,15419,,24.86
119.53,3.824,-58.23,14.4,282,0,2772,15433,,24.84
119.26,3.864,-58.32,14.4,283,0,2775,15447,,24.80
119.02,3.906,-58.20,14.4,284,0,2778,15460,,24.77
118.78,3.948,-58.26,14.4,284,0,2781,15473,,24.77
118.57,3.989,-58.46,14.4,284,0,2784,15484,,24.76
118.32,4.027,-58.54,14.4,284,0,2787,15497,,24.76
118.09,4.062,-58.49,14.4,284,0,2790,15509,,24.72
117.83,4.092,-58.49,14.4,284,0,2793,15523,,24.72
117.58,4.121,-58.45,14.4,285,0,2796,15537,,24.70
117.35,4.149,-58.42,14.4,285,0,2799,15549,,24.68
117.13,4.176,-58.52,14.4,286,0,2802,15561,,24.65
116.88,4.202,-58.43,14.4,287,0,2805,15574,,24.66
116.63,4.230,-58.07,13.9,288,0,2808,15588,,24.67
116.41,4.259,-58.01,13.9,288,0,2811,15599,,24.60
116.18,4.292,-57.87,13.4,289,0,2814,15612,,24.65
115.92,4.324,-57.63,13.4,288,0,2817,15626,,24.59
115.68,4.355,-57.44,12.9,288,0,2820,15639,,24.61
115.46,4.384,-57.34,12.9,287,0,2823,15651,,24.57
115.22,4.409,-57.35,12.9,286,0,2826,15664,,24.56
114.98,4.435,-57.50,12.9,285,0,2829,15677,,24.55
114.74,4.463,-57.50,12.9,283,0,2832,15691,,24.53
114.54,4.491,-57.35,12.9,282,0,2835,15702,,24.51
114.33,4.518,-56.85,12.9,282,0,2838,15713,,24.51
114.11,4.538,-56.59,12.9,282,0,2841,15725,,24.50
113.87,4.550,-56.50,12.9,283,0,2844,15739,,24.49
113.65,4.557,-56.40,12.9,284,0,2847,15751,,24.50
113.41,4.560,-56.30,12.9,286,0,2850,15764,,24.47
113.21,4.562,-56.33,12.9,288,0,2853,15775,,24.41
112.98,4.562,-56.39,12.9,290,0,2856,15788,,24.44
112.72,4.561,-56.29,12.9,292,0,2859,15803,,24.42
112.49,4.558,-56.44,12.9,295,0,2862,15816,,24.36
112.28,4.554,-56.45,12.9,297,0,2865,15828,,24.39
112.04,4.552,-56.44,12.9,298,0,2868,15842,,24.39
111.86,4.554,-56.07,12.3,300,0,2871,15852,,24.36
111.64,4.565,-56.08,12.3,300,0,2874,15865,,24.33
111.41,4.588,-56.07,11.8,300,0,2877,15877,,24.32
111.21,4.629,-55.94,11.3,299,0,2880,15889,,24.31
111.00,4.686,-55.95,11.3,298,0,2883,15901,,24.31
110.79,4.756,-55.83,10.8,296,0,2886,15913,,24.27
110.58,4.835,-55.88,10.8,295,0,2889,15925,,24.27
110.37,4.919,-55.88,10.8,294,0,2892,15937,,24.26
110.15,5.008,-55.96,10.3,293,0,2895,15950,,24.26
109.94,5.101,-56.21,10.3,293,0,2898,15962,,24.21
109.73,5.193,-56.25,10.8,293,0,2901,15974,,24.21
109.50,5.282,-56.32,10.8,293,0,2904,15988,,24.18
109.29,5.364,-56.20,10.8,293,0,2907,15999,,24.16
109.09,5.440,-56.44,10.8,294,0,2910,16011,,24.14
108.86,5.508,-56.36,10.3,295,0,2913,16025,,24.17
108.66,5.565,-56.27,10.3,296,0,2916,16036,,24.12
108.44,5.604,-56.21,10.3,297,0,2919,16049,,24.13
108.21,5.625,-56.14,9.8,298,0,2922,16063,,24.10
108.01,5.628,-56.24,9.8,299,0,2925,16074,,24.08
107.81,5.624,-56.25,9.8,300,0,2928,16086,,24.07
107.59,5.622,-56.39,9.3,300,0,2931,16099,,24.04
107.38,5.630,-56.32,9.3,300,0,2934,16111,,24.00
107.17,5.653,-56.27,9.3,301,0,2937,16124,,24.03
106.95,5.695,-56.13,9.3,300,0,2940,16137,,23.99
106.74,5.762,-56.37,9.3,300,0,2943,16150,,23.97
106.53,5.857,-56.33,9.3,300,0,2946,16162,,23.96
106.32,5.981,-56.24,9.3,300,0,2949,16174,,23.96
106.09,6.126,-56.45,9.3,300,0,2952,16188,,23.94
105.90,6.278,-56.35,9.8,300,0,2955,16200,,23.94
105.69,6.419,-56.50,9.8,300,0,2958,16212,,23.90
105.46,6.534,-56.68,9.8,300,0,2961,16226,,23.90
105.27,6.619,-56.70,9.8,300,0,2964,16238,,23.89
105.06,6.675,-56.73,9.8,301,0,2967,16250,,23.87
105.00,6.713,-56.71,9.8,301,0,2968,16254,,23.87
104.86,6.745,-56.67,9.3,301,0,2970,16262,,23.86
104.64,6.777,-56.37,8.7,302,0,2973,16275,,23.84
104.43,6.813,-56.40,8.2,303,0,2976,16288,,23.78
104.22,6.849,-56.61,8.2,303,0,2979,16301,,23.78
104.01,6.886,-56.57,7.7,303,0,2982,16314,,23.80
103.80,6.922,-56.38,7.2,303,0,2985,16326,,23.81
103.59,6.958,-56.17,6.7,302,0,2988,16340,,23.76
103.37,6.992,-56.34,6.7,300,0,2991,16353,,23.74
103.14,7.027,-56.15,6.7,297,0,2994,16367,,23.72
102.94,7.062,-56.14,6.2,295,0,2997,16379,,23.73
102.73,7.102,-56.05,6.2,292,0,3000,16392,,23.71
102.52,7.146,-56.33,6.2,290,0,3003,16406,,23.66
102.32,7.191,-56.29,6.2,287,0,3006,16418,,23.70
102.09,7.237,-56.21,6.2,284,0,3009,16432,,23.67
101.89,7.277,-56.32,6.2,282,0,3012,16444,,23.63
101.68,7.309,-56.48,6.2,281,0,3015,16457,,23.64
101.44,7.332,-56.34,6.2,280,0,3018,16473,,23.60
101.24,7.349,-56.36,6.2,279,0,3021,16485,,23.61
101.02,7.364,-56.61,6.2,279,0,3024,16499,,23.61
100.81,7.380,-56.56,6.2,278,0,3027,16512,,23.57
100.61,7.397,-56.42,6.7,278,0,3030,16525,,23.53
100.40,7.418,-56.44,6.7,277,0,3033,16538,,23.56
100.21,7.441,-56.26,6.7,277,0,3036,16550,,23.51
100.00,7.467,-56.12,6.7,277,1,3039,16563,,23.53
99.82,7.496,-56.24,6.7,276,0,3042,16574,,23.53
99.62,7.524,-56.37,6.7,276,0,3045,16587,,23.48
99.42,7.547,-56.21,6.7,276,0,3048,16600,,23.49
99.22,7.566,-56.23,6.7,274,0,3051,16613,,23.43
99.01,7.578,-56.22,6.7,273,0,3054,16626,,23.40
98.79,7.591,-56.21,6.7,270,0,3057,16641,,23.44
98.57,7.607,-56.37,6.7,268,0,3060,16655,,23.39
98.34,7.629,-56.45,6.7,267,0,3063,16669,,23.39
98.14,7.652,-56.59,6.7,266,0,3066,16682,,23.40
97.94,7.673,-56.88,7.2,266,0,3069,16695,,23.38
97.74,7.690,-56.59,7.2,266,0,3072,16709,,23.33
97.54,7.703,-56.61,7.2,267,0,3075,16721,,23.36
97.32,7.711,-56.65,7.2,268,0,3078,16736,,23.28
97.13,7.719,-56.80,7.2,269,0,3081,16748,,23.33
96.94,7.722,-56.83,7.2,269,0,3084,16760,,23.30
96.73,7.723,-56.92,7.2,269,0,3087,16774,,23.28
96.52,7.722,-56.82,7.2,268,0,3090,16788,,23.27
96.33,7.722,-56.76,7.2,266,0,3093,16800,,23.26
96.13,7.720,-56.82,7.7,264,0,3096,16814,,23.23
95.92,7.715,-56.93,7.7,263,0,3099,16827,,23.21
95.70,7.707,-56.94,7.7,262,0,3102,16842,,23.21
95.51,7.699,-57.00,7.7,261,0,3105,16854,,23.16
95.32,7.694,-57.00,7.7,262,0,3108,16867,,23.18
95.11,7.694,-57.02,7.7,263,0,3111,16881,,23.15
95.00,7.700,-57.00,7.7,264,0,3113,16889,,23.15
94.92,7.708,-56.99,7.7,264,0,3114,16894,,23.15
94.73,7.719,-56.96,7.7,265,0,3117,16906,,23.15
94.53,7.730,-56.72,7.7,266,0,3120,16920,,23.11
94.33,7.739,-56.68,7.2,266,0,3123,16933,,23.09
94.14,7.745,-56.62,7.2,266,0,3126,16946,,23.08
93.96,7.750,-56.77,7.2,265,0,3129,16958,,23.10
93.76,7.753,-56.82,7.2,264,0,3132,16971,,23.08
93.58,7.754,-56.64,7.2,263,0,3135,16984,,23.05
93.40,7.760,-56.58,7.2,261,0,3138,16996,,23.04
93.20,7.776,-56.69,7.2,259,0,3141,17010,,23.03
93.02,7.806,-56.66,7.2,258,0,3144,17021,,23.01
92.84,7.845,-56.74,7.7,258,0,3147,17034,,22.97
92.65,7.887,-56.83,7.7,258,0,3150,17047,,22.97
92.47,7.923,-56.78,7.7,258,0,3153,17059,,22.98
92.28,7.949,-56.99,8.2,258,0,3156,17072,,22.96
92.07,7.969,-57.02,8.2,258,0,3159,17087,,22.95
91.88,7.986,-56.84,8.7,258,0,3162,17100,,22.91
91.68,8.006,-57.01,9.3,258,0,3165,17113,,22.92
91.48,8.025,-57.08,9.8,258,0,3168,17127,,22.88
91.31,8.046,-57.14,9.8,258,0,3171,17139,,22.90
91.11,8.064,-57.13,10.3,258,0,3174,17153,,22.89
90.93,8.082,-57.21,10.3,259,0,3177,17165,,22.85
90.76,8.098,-57.27,10.3,259,0,3180,17178,,22.85
90.56,8.116,-57.04,10.8,260,0,3183,17191,,22.84
90.37,8.137,-56.81,10.8,262,0,3186,17205,,22.84
90.18,8.161,-56.86,10.8,263,0,3189,17218,,22.81
90.00,8.190,-56.98,10.8,265,0,3192,17231,,22.78
89.97,8.222,-57.01,10.8,265,0,3192,17233,,22.78
89.80,8.257,-56.99,10.8,267,0,3195,17245,,22.79
89.63,8.290,-57.06,10.8,269,0,3198,17257,,22.76
89.43,8.318,-57.23,10.8,271,0,3201,17271,,22.74
89.25,8.336,-57.09,10.8,273,0,3204,17283,,22.76
89.07,8.351,-56.87,10.3,274,0,3207,17296,,22.77
88.89,8.369,-56.73,10.3,276,0,3210,17309,,22.72
88.72,8.398,-56.68,10.3,277,0,3213,17321,,22.72
88.55,8.444,-56.51,10.3,277,0,3216,17334,,22.71
88.37,8.505,-56.16,9.8,277,0,3219,17346,,22.69
88.20,8.574,-56.01,9.8,277,0,3222,17359,,22.67
88.01,8.646,-55.96,9.3,276,0,3225,17372,,22.65
87.84,8.715,-55.84,9.3,275,0,3228,17385,,22.63
87.66,8.777,-55.91,9.3,274,0,3231,17398,,22.60
87.48,8.831,-55.85,8.7,273,0,3234,17411,,22.61
87.31,8.877,-55.78,8.7,273,0,3237,17423,,22.59
87.13,8.915,-55.90,8.2,272,0,3240,17436,,22.56
86.95,8.949,-56.03,8.2,271,0,3243,17450,,22.58
86.78,8.983,-55.80,7.7,270,0,3246,17461,,22.56
86.62,9.019,-55.71,7.7,269,0,3249,17474,,22.55
86.42,9.056,-55.82,7.7,267,0,3252,17488,,22.52
86.27,9.091,-55.71,7.7,266,0,3255,17499,,22.51
86.10,9.121,-55.68,7.7,264,0,3258,17512,,22.47
85.94,9.147,-55.81,8.2,262,0,3261,17524,,22.50
85.76,9.165,-56.22,8.2,261,0,3264,17537,,22.49
85.56,9.176,-55.84,8.7,260,0,3267,17552,,22.43
85.42,9.179,-55.95,8.7,260,0,3270,17563,,22.42
85.23,9.173,-55.85,8.7,261,0,3273,17576,,22.44
85.07,9.163,-55.91,8.7,263,0,3276,17589,,22.43
84.91,9.155,-55.82,8.7,265,0,3279,17600,,22.39
84.75,9.150,-55.96,8.7,267,0,3282,17612,,22.38
84.58,9.152,-55.70,8.7,270,0,3285,17625,,22.38
84.41,9.161,-55.48,8.7,273,0,3288,17638,,22.40
84.23,9.177,-55.55,8.7,276,0,3291,17651,,22.35
84.07,9.195,-55.60,8.7,279,0,3294,17664,,22.34
83.91,9.214,-55.66,8.7,281,0,3297,17676,,22.33
83.76,9.232,-55.72,8.7,284,0,3300,17687,,22.29
83.59,9.249,-55.78,8.7,286,0,3303,17700,,22.32
83.42,9.261,-55.97,8.7,287,0,3306,17713,,22.25
83.25,9.264,-55.64,8.7,288,0,3309,17726,,22.27
83.09,9.253,-55.49,8.2,289,0,3312,17738,,22.25
82.92,9.223,-55.35,8.2,290,0,3315,17751,,22.22
82.76,9.176,-55.28,7.7,290,0,3318,17763,,22.19
82.60,9.118,-54.98,7.2,290,0,3321,17776,,22.23
82.44,9.056,-54.87,7.2,289,0,3324,17789,,22.19
82.26,8.996,-54.80,6.7,289,0,3327,17802,,22.22
82.10,8.941,-54.71,6.2,288,0,3330,17814,,22.19
81.94,8.890,-54.75,6.2,287,0,3333,17827,,22.14
81.77,8.847,-54.69,5.7,286,0,3336,17841,,22.14
81.61,8.810,-54.85,5.7,286,0,3339,17853,,22.14
81.44,8.780,-54.92,5.7,286,0,3342,17866,,22.13
81.29,8.754,-54.98,5.1,286,0,3345,17878,,22.11
81.12,8.730,-55.25,5.1,286,0,3348,17892,,22.04
80.95,8.707,-55.14,5.1,285,0,3351,17905,,22.07
80.77,8.681,-55.27,5.1,283,0,3354,17919,,22.05
80.61,8.655,-55.42,5.1,281,0,3357,17932,,22.05
80.44,8.628,-55.30,5.1,279,0,3360,17945,,22.00
80.28,8.603,-55.41,5.1,276,0,3363,17958,,21.98
80.12,8.579,-55.45,5.1,274,0,3366,17970,,21.98
80.00,8.558,-55.52,5.1,273,0,3368,17980,,21.96
79.95,8.534,-55.56,5.1,272,0,3369,17984,,21.95
79.81,8.502,-55.47,5.1,270,0,3372,17995,,21.97
79.63,8.466,-55.28,4.6,268,0,3375,18009,,21.94
79.45,8.428,-55.23,4.6,267,0,3378,18025,,21.95
79.28,8.392,-55.44,4.6,265,0,3381,18038,,21.90
79.11,8.359,-55.09,4.6,263,0,3384,18051,,21.89
78.95,8.326,-54.67,4.6,261,0,3387,18064,,21.89
78.81,8.291,-54.80,4.6,261,0,3390,18076,,21.88
78.65,8.253,-54.53,5.1,261,0,3393,18089,,21.87
78.48,8.216,-54.43,5.7,262,0,3396,18102,,21.86
78.34,8.185,-54.56,5.7,264,0,3399,18114,,21.85
78.16,8.164,-54.53,5.7,265,0,3402,18129,,21.81
78.02,8.160,-54.43,6.2,265,0,3405,18140,,21.79
77.84,8.178,-54.49,6.2,266,0,3408,18155,,21.81
77.65,8.219,-54.54,6.2,266,0,3411,18171,,21.79
77.47,8.286,-54.28,6.2,266,0,3414,18186,,21.79
77.31,8.379,-54.24,6.2,267,0,3417,18199,,21.80
77.15,8.494,-54.32,6.2,268,0,3420,18212,,21.78
77.00,8.621,-53.96,6.2,269,0,3423,18224,,21.73
76.83,8.752,-53.98,6.2,271,0,3426,18239,,21.71
76.65,8.878,-53.92,6.2,273,0,3429,18254,,21.71
76.51,8.988,-53.88,6.2,274,0,3432,18266,,21.71
76.34,9.085,-53.96,6.2,275,0,3435,18280,,21.70
76.20,9.165,-54.16,6.2,276,0,3438,18292,,21.66
76.05,9.234,-53.86,6.2,277,0,3441,18304,,21.68
75.90,9.294,-53.98,6.2,277,0,3444,18317,,21.65
75.73,9.348,-54.19,6.2,278,0,3447,18331,,21.63
75.58,9.396,-54.06,6.2,279,0,3450,18344,,21.63
75.41,9.437,-54.16,6.2,280,0,3453,18358,,21.61
75.26,9.474,-54.32,6.2,281,0,3456,18371,,21.59
75.09,9.509,-54.51,6.2,283,0,3459,18385,,21.56
74.93,9.543,-54.34,6.2,285,0,3462,18399,,21.57
74.80,9.576,-54.26,6.2,288,0,3465,18410,,21.56
74.65,9.606,-54.11,6.2,291,0,3468,18423,,21.53
74.48,9.634,-54.29,6.2,295,0,3471,18438,,21.52
74.34,9.657,-54.24,5.7,298,0,3474,18449,,21.50
74.20,9.675,-54.03,5.1,300,0,3477,18462,,21.54
74.03,9.692,-54.16,5.1,302,0,3480,18477,,21.49
73.89,9.706,-53.91,4.6,302,0,3483,18489,,21.47
73.73,9.718,-53.87,4.1,301,0,3486,18502,,21.48
73.58,9.726,-53.86,4.1,299,0,3489,18516,,21.45
73.42,9.725,-53.80,4.1,296,0,3492,18530,,21.45
73.26,9.713,-53.74,4.1,294,0,3495,18544,,21.42
73.13,9.689,-53.72,4.1,292,0,3498,18555,,21.39
72.98,9.657,-54.04,4.1,292,0,3501,18568,,21.37
72.84,9.623,-53.90,4.6,292,0,3504,18581,,21.38
72.70,9.596,-53.67,4.6,293,0,3507,18592,,21.35
72.58,9.577,-53.77,5.1,294,0,3510,18604,,21.33
